id,student_id,course_id
520,3289,91
521,1643,94
522,1953,42
523,5577,84
524,5135,14
525,4755,101
526,321,6
527,4711,128
528,7338,159
529,6817,133
530,7823,174
531,7189,105
532,9612,162
533,7740,64
534,5629,104
535,2279,164
536,1746,115
537,1466,22
538,7908,11
539,8054,2
540,5201,70
541,1961,78
542,9516,196
543,8481,140
544,1470,170
545,6699,46
546,3201,156
547,3257,164
548,4780,74
549,5186,102
550,2972,134
551,8323,135
552,9608,144
553,614,172
554,7008,174
555,8121,110
556,1200,169
557,4181,173
558,2452,124
559,526,125
560,3529,40
561,4391,144
562,8404,101
563,1672,141
564,1336,132
565,456,97
566,9574,132
567,5561,42
568,2681,68
569,9963,184
570,8739,177
571,5175,117
572,4775,93
573,1145,69
574,5649,8
575,3168,178
576,1913,177
577,2501,74
578,9792,141
579,3248,125
580,5135,160
581,4466,62
582,8285,32
583,6036,84
584,1717,168
585,836,125
586,3378,162
587,3236,197
588,2479,175
589,6801,73
590,8315,100
591,5349,97
592,8879,151
593,430,141
594,7183,153
595,1548,178
596,4296,179
597,8872,175
598,5852,109
599,9572,130
600,9437,119
601,2695,92
602,6524,18
603,4044,120
604,8571,157
605,2318,52
606,9637,111
607,3997,197
608,9637,133
609,6634,135
610,6277,51
611,3234,141
612,7481,12
613,1549,112
614,6391,109
615,8554,160
616,5504,82
617,6167,191
618,6502,186
619,615,187
620,7093,38
621,2476,107
622,1926,143
623,1059,13
624,2098,51
625,4577,57
626,1913,62
627,127,94
628,4180,111
629,464,45
630,4683,44
631,1252,156
632,1999,83
633,6364,79
634,4180,134
635,1017,3
636,6129,11
637,7642,134
638,1772,8
639,8044,146
640,5775,33
641,7449,168
642,8321,83
643,2225,7
644,8354,170
645,5545,101
646,9816,95
647,5033,169
648,9595,35
649,1510,160
650,6411,54
651,3531,35
652,3890,95
653,2935,94
654,8744,184
655,5641,62
656,6918,93
657,1909,111
658,8149,126
659,5889,80
660,1327,80
661,16,54
662,2785,62
663,3767,51
664,70,118
665,3859,45
666,7636,5
667,2403,99
668,5952,17
669,5679,110
670,8772,73
671,6405,2
672,476,97
673,1489,127
674,4985,139
675,8397,62
676,1858,4
677,6024,186
678,2820,102
679,8784,129
680,2549,97
681,7755,114
682,3403,97
683,8259,144
684,97,65
685,2092,164
686,1901,16
687,2112,166
688,906,25
689,7998,45
690,6216,143
691,7687,74
692,4834,97
693,7357,115
694,5915,66
695,2280,33
696,1595,9
697,3717,176
698,1988,78
699,2958,191
700,1232,50
701,3848,4
702,2880,73
703,245,129
704,5159,189
705,3639,184
706,1341,87
707,4191,127
708,381,25
709,8995,157
710,3915,71
711,371,135
712,7123,32
713,5631,124
714,9299,28
715,700,189
716,3728,18
717,8780,19
718,9676,181
719,5361,16
720,7247,47
721,7461,107
722,8084,166
723,9418,95
724,9397,169
725,1061,129
726,8604,71
727,394,55
728,6503,69
729,7333,139
730,9457,26
731,446,137
732,1841,101
733,6438,12
734,1975,173
735,2678,76
736,8035,13
737,5174,131
738,95,132
739,169,183
740,6477,35
741,9427,145
742,4439,119
743,697,117
744,3516,79
745,6361,170
746,8153,67
747,513,24
748,2442,187
749,5089,152
750,5165,181
751,1870,107
752,9208,101
753,1076,62
754,3328,43
755,7350,159
756,5205,40
757,7214,68
758,502,27
759,5023,116
760,1227,107
761,7426,127
762,6179,58
763,4070,4
764,7624,172
765,6635,130
766,6565,20
767,2428,58
768,736,39
769,7659,99
770,5016,171
771,9663,61
772,9982,146
773,7002,94
774,3569,32
775,4300,90
776,43,73
777,3277,188
778,2851,24
779,6694,96
780,2437,126
781,3552,132
782,8249,183
783,4037,164
784,48,170
785,3394,193
786,1758,104
787,1691,152
788,8855,167
789,4184,16
790,1036,117
791,4327,115
792,6017,15
793,7941,112
794,3961,104
795,4655,168
796,6543,7
797,4773,122
798,3456,65
799,3217,110
800,7918,100
801,3950,26
802,4004,79
803,1116,30
804,3543,182
805,215,86
806,9870,104
807,7674,22
808,7795,108
809,82,155
810,5442,135
811,9469,26
812,4779,138
813,9722,177
814,5092,174
815,4190,68
816,2218,61
817,9658,121
818,677,107
819,9380,66
820,1597,58
821,6029,61
822,7046,165
823,8297,41
824,5351,7
825,1656,192
826,1123,180
827,8956,70
828,7059,195
829,9809,98
830,7889,184
831,825,155
832,1726,42
833,9275,60
834,7396,197
835,3786,120
836,9625,11
837,9456,87
838,7733,84
839,1881,63
840,2460,44
841,8327,149
842,2072,101
843,9138,13
844,6173,182
845,5480,79
846,5320,131
847,2866,6
848,7525,84
849,9797,22
850,3301,193
851,3859,42
852,6188,18
853,6203,168
854,284,59
855,3291,98
856,5257,70
857,2327,107
858,3491,109
859,5159,14
860,1813,122
861,3535,67
862,4203,99
863,3330,195
864,3830,177
865,854,17
866,3041,65
867,2956,91
868,1213,100
869,3426,165
870,4397,178
871,1319,142
872,8731,195
873,5233,153
874,6952,191
875,3290,30
876,942,71
877,1476,170
878,2069,29
879,9260,155
880,158,40
881,4160,18
882,2138,60
883,2491,141
884,8540,7
885,2759,176
886,7644,94
887,4477,64
888,8315,153
889,966,185
890,8189,117
891,9097,85
892,5080,12
893,4584,151
894,7607,80
895,5485,94
896,3689,1
897,6871,53
898,6519,177
899,3773,44
900,3475,21
901,1342,143
902,9185,170
903,9294,55
904,6627,198
905,2507,110
906,8290,78
907,1316,148
908,2579,177
909,589,87
910,1851,83
911,2380,134
912,1092,89
913,9709,144
914,9032,139
915,2351,89
916,3457,120
917,2862,2
918,4860,2
919,285,102
920,7794,114
921,2280,88
922,3868,90
923,8243,166
924,5224,198
925,8505,146
926,9356,107
927,5905,100
928,4477,164
929,3023,42
930,7970,132
931,8869,3
932,2824,179
933,170,105
934,9691,78
935,7600,35
936,4377,92
937,2432,12
938,4138,96
939,6394,128
940,770,95
941,1596,79
942,6229,179
943,975,128
944,6277,48
945,5058,28
946,5263,89
947,7166,125
948,1720,16
949,2161,104
950,831,137
951,3909,189
952,4882,118
953,8550,18
954,6248,124
955,3590,130
956,6654,136
957,2345,62
958,566,172
959,6711,105
960,3935,110
961,7202,125
962,5983,45
963,7887,185
964,8151,17
965,3932,152
966,5947,104
967,2664,110
968,9962,137
969,8530,144
970,8236,158
971,2735,158
972,9577,133
973,7460,111
974,1804,103
975,2617,185
976,6171,105
977,148,121
978,3882,61
979,5446,67
980,9029,177
981,8328,34
982,3507,170
983,1336,82
984,1061,191
985,9911,71
986,5874,170
987,632,78
988,9708,170
989,5836,70
990,6532,79
991,5567,176
992,8274,98
993,5705,44
994,9770,12
995,2810,13
996,7732,153
997,614,58
998,7341,39
999,3427,102
1000,7017,71
1001,3376,178
1002,1641,196
1003,521,127
1004,9669,77
1005,436,14
1006,9554,0
1007,3821,153
1008,5515,183
1009,4223,10
1010,8754,67
1011,3665,198
1012,2837,192
1013,1566,102
1014,6749,16
1015,6797,93
1016,4984,63
1017,2526,130
1018,7461,137
1019,5188,99
1020,6326,64
1021,4498,135
1022,3843,75
1023,7586,141
1024,8992,65
1025,3387,68
1026,8907,46
1027,9063,30
1028,288,139
1029,2431,37
1030,6387,176
1031,3737,62
1032,6884,0
1033,472,192
1034,5884,121
1035,712,125
1036,2011,93
1037,7375,42
1038,759,75
1039,4289,124
1040,8432,120
1041,2005,104
1042,7480,110
1043,7672,180
1044,1724,52
1045,6143,75
1046,4639,26
1047,4304,90
1048,6916,101
1049,3522,19
1050,3970,72
1051,3207,196
1052,58,92
1053,9586,157
1054,6394,141
1055,4407,166
1056,6547,77
1057,3682,193
1058,3547,133
1059,2104,188
1060,8642,76
1061,665,105
1062,8438,13
1063,1900,5
1064,3360,24
1065,3544,160
1066,7903,175
1067,608,148
1068,1790,114
1069,5669,196
1070,8021,153
1071,1649,154
1072,9306,150
1073,9250,12
1074,2041,170
1075,2363,69
1076,1430,5
1077,8046,100
1078,602,43
1079,7456,70
1080,1328,180
1081,2367,148
1082,5971,172
1083,4116,102
1084,6223,161
1085,695,63
1086,1150,1
1087,5517,110
1088,2443,144
1089,2037,121
1090,341,25
1091,7368,50
1092,8344,99
1093,7283,57
1094,7218,180
1095,5523,84
1096,6585,100
1097,2025,132
1098,1439,114
1099,6905,103
1100,6345,105
1101,3457,41
1102,5362,104
1103,9684,125
1104,842,125
1105,565,63
1106,1912,61
1107,6661,102
1108,5936,22
1109,2685,61
1110,1381,152
1111,1424,140
1112,7168,89
1113,1603,181
1114,4651,19
1115,6063,56
1116,2546,129
1117,2024,90
1118,5941,69
1119,598,174
1120,3064,25
1121,680,100
1122,7429,30
1123,2683,55
1124,7742,165
1125,1094,105
1126,5043,163
1127,379,172
1128,5606,120
1129,758,49
1130,3560,55
1131,4622,19
1132,4628,148
1133,4118,8
1134,2216,20
1135,6565,166
1136,5277,173
1137,3000,181
1138,6284,167
1139,3075,16
1140,1138,78
1141,1497,162
1142,2550,54
1143,9890,82
1144,2730,103
1145,3865,97
1146,9894,22
1147,9228,114
1148,7996,77
1149,8587,50
1150,4273,138
1151,9822,7
1152,9482,128
1153,5398,65
1154,6440,192
1155,4056,111
1156,820,66
1157,6854,190
1158,1389,67
1159,6598,174
1160,5468,128
1161,3980,108
1162,9251,98
1163,5915,27
1164,1539,70
1165,6734,15
1166,4182,153
1167,339,140
1168,1869,34
1169,985,186
1170,9835,47
1171,6441,20
1172,6847,88
1173,4712,48
1174,2825,81
1175,6126,129
1176,7394,88
1177,8375,129
1178,1307,38
1179,3045,72
1180,1549,111
1181,9719,58
1182,8253,121
1183,4924,170
1184,1483,2
1185,3427,146
1186,9223,138
1187,4868,80
1188,4310,164
1189,5316,150
1190,8256,20
1191,2311,151
1192,7076,83
1193,9349,198
1194,9292,27
1195,919,111
1196,8107,9
1197,5117,189
1198,8522,47
1199,1205,17
1200,9671,84
1201,5231,61
1202,3899,169
1203,5350,83
1204,9149,137
1205,8507,54
1206,5145,43
1207,1107,33
1208,8369,83
1209,9961,122
1210,9994,155
1211,5322,154
1212,5516,169
1213,1761,12
1214,195,22
1215,8863,15
1216,1220,163
1217,4768,10
1218,6186,27
1219,8743,43
1220,4868,79
1221,9432,181
1222,8931,45
1223,4173,177
1224,3594,45
1225,5588,191
1226,5915,57
1227,7326,49
1228,1520,144
1229,9294,144
1230,3269,85
1231,6866,110
1232,5367,194
1233,6238,52
1234,2776,115
1235,294,76
1236,7619,137
1237,8404,182
1238,4340,11
1239,8804,131
1240,8704,182
1241,1504,196
1242,4900,185
1243,8687,170
1244,9090,167
1245,4892,106
1246,5581,164
1247,3976,71
1248,9355,114
1249,8483,175
1250,8906,104
1251,1268,89
1252,9254,172
1253,5262,58
1254,2205,184
1255,3077,53
1256,119,131
1257,5316,65
1258,5439,151
1259,8280,136
1260,7705,88
1261,2447,108
1262,8002,13
1263,6001,134
1264,179,121
1265,3363,189
1266,3863,78
1267,3823,144
1268,7207,166
1269,5558,132
1270,5677,179
1271,2033,53
1272,2506,72
1273,7130,60
1274,9791,79
1275,3970,16
1276,9869,113
1277,7899,68
1278,8322,96
1279,9416,128
1280,8041,91
1281,575,167
1282,2120,79
1283,6458,24
1284,9607,183
1285,2588,121
1286,9014,94
1287,7414,115
1288,1241,88
1289,3613,52
1290,2702,1
1291,4486,102
1292,695,43
1293,7695,3
1294,4572,1
1295,9296,24
1296,4341,157
1297,5311,80
1298,1637,80
1299,7675,108
1300,7307,59
1301,3867,65
1302,6123,69
1303,7036,132
1304,9632,108
1305,9110,28
1306,2286,16
1307,5189,7
1308,8038,32
1309,4463,31
1310,1346,50
1311,8008,71
1312,7202,194
1313,5494,18
1314,3573,77
1315,7718,110
1316,7987,159
1317,647,40
1318,1935,140
1319,244,170
1320,1477,188
1321,4206,79
1322,6329,91
1323,8582,124
1324,8067,138
1325,761,71
1326,9895,86
1327,8148,156
1328,2140,81
1329,4579,121
1330,9783,47
1331,6418,7
1332,1715,15
1333,4401,33
1334,7153,179
1335,330,75
1336,7410,18
1337,6223,114
1338,8546,26
1339,6449,62
1340,7986,145
1341,1931,198
1342,3007,151
1343,8322,90
1344,5991,194
1345,866,73
1346,1262,158
1347,6867,62
1348,5969,150
1349,4518,95
1350,2888,27
1351,1166,162
1352,9343,101
1353,5161,63
1354,9685,163
1355,1576,10
1356,9229,26
1357,6887,137
1358,4487,61
1359,7339,69
1360,3071,95
1361,4529,194
1362,7434,67
1363,6039,128
1364,2099,41
1365,2763,108
1366,9530,128
1367,3979,79
1368,8804,56
1369,5813,199
1370,2983,130
1371,247,194
1372,9236,81
1373,7217,84
1374,3590,128
1375,5023,95
1376,8773,153
1377,7820,105
1378,7434,179
1379,6393,137
1380,4981,3
1381,7585,132
1382,1247,48
1383,8745,20
1384,7875,147
1385,418,108
1386,2643,103
1387,8715,153
1388,7489,116
1389,3872,139
1390,6233,121
1391,5975,39
1392,6562,85
1393,3186,111
1394,197,173
1395,6207,84
1396,880,29
1397,3919,108
1398,6597,116
1399,792,10
1400,7600,164
1401,3671,116
1402,5239,18
1403,2844,199
1404,910,107
1405,5811,2
1406,5430,61
1407,9797,56
1408,3383,157
1409,7163,30
1410,9474,162
1411,4998,132
1412,9960,79
1413,6264,16
1414,8446,120
1415,7159,144
1416,9172,3
1417,4337,58
1418,8711,30
1419,8307,106
1420,8650,133
1421,194,168
1422,9559,146
1423,8161,81
1424,6866,7
1425,9463,158
1426,793,106
1427,5669,166
1428,7464,146
1429,9208,37
1430,7305,87
1431,7121,189
1432,2005,172
1433,7149,62
1434,9986,10
1435,9087,144
1436,9036,91
1437,5322,81
1438,6903,4
1439,7272,7
1440,1644,20
1441,6085,2
1442,4460,64
1443,350,97
1444,9505,175
1445,755,29
1446,2257,129
1447,704,32
1448,5638,13
1449,339,186
1450,731,122
1451,2874,195
1452,7588,4
1453,1611,19
1454,8409,102
1455,4881,115
1456,9337,171
1457,8943,121
1458,8705,39
1459,4394,112
1460,933,158
1461,6620,19
1462,5069,58
1463,1259,182
1464,9689,146
1465,7267,60
1466,9186,11
1467,9316,51
1468,4993,98
1469,872,88
1470,5572,10
1471,105,120
1472,3563,72
1473,1818,81
1474,6415,16
1475,5525,141
1476,3485,8
1477,1054,174
1478,3188,24
1479,4033,28
1480,6438,44
1481,8141,0
1482,2548,139
1483,2225,3
1484,5485,21
1485,642,160
1486,5220,9
1487,9145,3
1488,3998,103
1489,285,179
1490,73,69
1491,1849,53
1492,7003,57
1493,4229,171
1494,9159,191
1495,5454,49
1496,5463,41
1497,2301,142
1498,1778,38
1499,73,148
1500,8007,43
1501,6855,90
1502,3537,86
1503,2448,70
1504,3999,71
1505,1206,184
1506,6806,73
1507,3604,1
1508,9184,166
1509,1087,5
1510,589,67
1511,3581,80
1512,3388,115
1513,5544,187
1514,8196,157
1515,6768,84
1516,5208,76
1517,8795,33
1518,4765,3
1519,228,72
1520,6989,85
1521,8522,163
1522,1460,113
1523,4988,21
1524,9294,175
1525,2613,171
1526,7257,122
1527,863,12
1528,8984,159
1529,136,112
1530,7011,17
1531,8705,38
1532,7288,96
1533,4376,90
1534,4449,146
1535,569,186
1536,5958,147
1537,8338,60
1538,867,45
1539,3361,187
1540,2902,101
1541,8168,188
1542,2422,111
1543,974,30
1544,2843,107
1545,4464,99
1546,4308,189
1547,2537,62
1548,3749,95
1549,1494,157
1550,9284,128
1551,7378,95
1552,6303,97
1553,8724,77
1554,3463,131
1555,3626,45
1556,9832,55
1557,7626,135
1558,4508,76
1559,1310,176
1560,1201,141
1561,6258,61
1562,5378,29
1563,4757,170
1564,6537,79
1565,2712,91
1566,3351,125
1567,5099,134
1568,5139,178
1569,5110,20
1570,4362,199
1571,8568,129
1572,7821,64
1573,3509,18
1574,567,123
1575,5346,57
1576,5261,7
1577,8793,176
1578,7792,128
1579,8245,159
1580,3771,102
1581,7621,99
1582,203,107
1583,5424,26
1584,3098,7
1585,9352,163
1586,6408,47
1587,8191,101
1588,9739,100
1589,8391,102
1590,1295,11
1591,7456,128
1592,2351,147
1593,1331,85
1594,755,8
1595,1555,136
1596,3410,45
1597,8906,114
1598,1906,23
1599,9431,153
1600,2789,69
1601,716,142
1602,7081,120
1603,8987,116
1604,8517,92
1605,731,145
1606,9574,148
1607,3331,186
1608,6033,22
1609,6476,198
1610,4447,134
1611,8165,158
1612,2861,46
1613,6233,61
1614,6671,168
1615,3029,40
1616,3781,166
1617,3555,8
1618,6349,122
1619,8390,29
1620,1146,189
1621,8252,89
1622,4383,177
1623,8460,198
1624,3647,65
1625,3516,80
1626,2268,113
1627,5001,189
1628,3563,112
1629,384,193
1630,8811,146
1631,5370,170
1632,17,191
1633,2223,180
1634,3154,185
1635,7801,197
1636,6027,148
1637,4966,150
1638,6388,12
1639,2747,166
1640,5018,165
1641,4685,13
1642,1351,185
1643,7565,78
1644,8548,195
1645,3491,34
1646,4811,150
1647,2240,45
1648,7810,150
1649,3310,187
1650,1662,23
1651,1414,115
1652,1663,59
1653,8263,147
1654,435,146
1655,9394,128
1656,4817,156
1657,3509,23
1658,6324,147
1659,8971,79
1660,7440,134
1661,9719,137
1662,3445,47
1663,6393,45
1664,4158,49
1665,1633,126
1666,5696,107
1667,3649,141
1668,4807,95
1669,4299,17
1670,3903,195
1671,9275,135
1672,4024,0
1673,5588,122
1674,224,63
1675,5406,14
1676,4996,185
1677,7532,127
1678,6237,113
1679,1061,86
1680,3869,123
1681,6645,52
1682,8331,84
1683,7531,7
1684,2565,128
1685,2941,62
1686,1145,93
1687,6681,32
1688,8276,193
1689,3662,27
1690,1949,107
1691,5259,60
1692,5791,107
1693,9997,138
1694,4784,8
1695,9383,160
1696,6448,38
1697,8556,3
1698,462,167
1699,6887,16
1700,8394,152
1701,9559,135
1702,105,104
1703,5243,22
1704,2692,86
1705,4471,157
1706,2478,28
1707,4519,136
1708,4405,159
1709,2965,159
1710,8449,26
1711,8706,25
1712,6242,190
1713,8586,141
1714,8814,180
1715,4666,89
1716,3775,149
1717,5069,199
1718,9557,93
1719,6328,43
1720,7303,91
1721,9563,130
1722,1130,43
1723,57,41
1724,3219,21
1725,4676,94
1726,7030,66
1727,3621,19
1728,2988,14
1729,1715,84
1730,6870,59
1731,6526,12
1732,6136,104
1733,4664,196
1734,9877,101
1735,9676,152
1736,7828,187
1737,2154,111
1738,4937,113
1739,7295,84
1740,1195,12
1741,2172,78
1742,808,112
1743,2079,25
1744,1225,95
1745,7199,36
1746,6910,181
1747,976,199
1748,6235,6
1749,7710,102
1750,8969,78
1751,3370,45
1752,69,123
1753,8210,102
1754,2996,133
1755,9401,95
1756,9435,139
1757,7511,140
1758,7315,70
1759,6594,111
1760,6278,56
1761,6514,76
1762,5779,65
1763,2287,47
1764,2491,147
1765,8073,199
1766,2998,53
1767,5389,24
1768,1376,127
1769,2640,181
1770,7370,92
1771,6041,175
1772,5147,74
1773,7519,2
1774,5333,63
1775,6079,198
1776,1554,20
1777,9113,26
1778,2987,139
1779,5015,162
1780,4961,168
1781,9229,21
1782,6822,84
1783,7374,195
1784,6817,93
1785,9037,108
1786,4276,183
1787,5764,175
1788,4855,104
1789,7174,188
1790,6429,113
1791,9315,13
1792,5958,3
1793,9537,139
1794,805,36
1795,8863,13
1796,2666,69
1797,3470,179
1798,4412,178
1799,5466,86
1800,1430,150
1801,107,4
1802,1482,124
1803,9380,146
1804,5568,22
1805,5567,156
1806,1150,90
1807,5837,14
1808,717,56
1809,1988,103
1810,7053,46
1811,2440,86
1812,2912,140
1813,4895,106
1814,2982,100
1815,6426,77
1816,262,17
1817,7169,110
1818,2114,4
1819,5329,153
1820,4314,101
1821,5614,48
1822,7815,61
1823,621,188
1824,7750,43
1825,5096,146
1826,8896,155
1827,4804,147
1828,9372,115
1829,5979,162
1830,5228,91
1831,2725,185
1832,2126,158
1833,294,43
1834,9829,186
1835,7527,26
1836,8017,105
1837,7901,113
1838,6537,37
1839,6420,22
1840,7200,151
1841,7557,70
1842,8632,71
1843,7776,43
1844,8713,54
1845,4207,74
1846,2870,140
1847,4483,126
1848,8076,47
1849,9148,165
1850,72,57
1851,608,73
1852,8029,162
1853,6428,174
1854,7526,156
1855,7603,112
1856,48,71
1857,973,186
1858,905,13
1859,1734,130
1860,4471,142
1861,22,91
1862,3356,159
1863,6996,59
1864,8011,118
1865,6612,50
1866,7943,181
1867,9144,113
1868,4233,198
1869,6282,84
1870,7708,46
1871,3005,110
1872,8842,186
1873,1537,152
1874,6927,157
1875,3896,126
1876,5326,85
1877,8288,194
1878,9154,96
1879,4105,148
1880,6514,156
1881,8048,66
1882,3963,25
1883,9658,124
1884,3486,11
1885,2005,19
1886,6628,33
1887,6288,8
1888,8097,163
1889,4367,58
1890,4638,8
1891,2649,40
1892,7094,98
1893,938,12
1894,1982,75
1895,9882,28
